_about,_needBrowser,block,calibrateDistanceBool,conditionName,conditionTrials,font,fontCharacterSet,fontSource,showConditionNameBool,showCounterBool,showGrid,showTargetSpecsBool,spacingDirection,spacingOverSizeRatio,spacingRelationToSize,targetDurationSec,targetEccentricityXDeg,targetEccentricityYDeg,targetMinPhysicalPx,targetTask,thresholdBeta,thresholdDelta,thresholdGuess,thresholdGuessLogSd,thresholdParameter,block_condition,!experimentFilename
"simple threshold, one block, no binary files, no calibration","Chrome,Firefox,Edge",1,FALSE,triplet,4,Roboto Mono,abcdefghijklmnopqrstuvwxyz,google,TRUE,TRUE,none,TRUE,radial,1.4,typographic,0.3,-10,0,8,identify,2.3,0.01,2,3,spacingDeg,1_1,tables/minimalExperiment.csv
